Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Level Code,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,Early Childhood Registrations,Campus Early Childhood Registrations,ABN,Sector,Non-State Sector,Longitude,Latitude
6142,Mother Teresa Primary School (Ormeau),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.motherteresa.qld.edu.au,(07) 5549 5000,,(07) 5549 5001,,169 Eggersdorf Road,Ormeau,4208,169 Eggersdorf Road,Ormeau,,4208,South East,Fadden,Coomera,Gold Coast (C),Ormeau - Yatala,309071255,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.272628,-27.782420
5353,Mount Alvernia College (Kedron),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.mta.qld.edu.au,(07) 3357 6000,N,(07) 3857 2231,,82 Cremorne Road,Kedron,4031,82 Cremorne Road,Kedron,,4031,Metropolitan,Lilley,Stafford,Brisbane (C),Kedron - Gordon Park,302021031,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.027404,-27.405534
6606,Mount Isa Flexible Learning Centre (Sunset),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.ereafsn.edu.au,(07) 3327 2288,,(07) 3327 2217,,74 Abel Smith Parade,Sunset,4825,PO Box 2691,Mount Isa,,4825,North Queensland,Kennedy,Traeger,Mount Isa (C),Mount Isa,315021405,Remote Australia,,,,0.00,,,Non-State,Catholic,139.510772,-20.712696
5438,"Mount St Bernard College (Broadway St, Herberton)",Non-State School,Open,,,Year 7,Year 12,Principal,,,www.msb.qld.edu.au,(07) 4096 1444,,(07) 4096 2509,,15 Broadway Street,Herberton,4887,PO Box 14,Herberton,,4887,Far North Queensland,Kennedy,Hill,Tablelands (R),Herberton,306051167,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.382626,-17.379338
5001,Mt Maria College - Petrie (Petrie),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.mmcp.qld.edu.au,(07) 3285 5500,N,(07) 3285 5091,,Armstrong Street,Petrie,4502,PO Box 130,Petrie,,4502,North Coast,Dickson,Kurwongbah,Moreton Bay (R),Petrie,314031393,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.977951,-27.265677
5651,Mt Maria College (Mitchelton),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.mtmaria.com.au,(07) 3550 3400,,(07) 3355 1898,,54 Prospect Road,Mitchelton,4053,PO Box 194,Everton Park,,4053,Metropolitan,Ryan,Everton,Brisbane (C),Mitchelton,304041101,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.977479,-27.411487
5355,Mt St Michael's College (Ashgrove),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.msm.qld.edu.au,(07) 3858 4222,N,(07) 3858 4299,,67 Elimatta Drive,Ashgrove,4060,PO Box 208,Ashgrove,,4060,Metropolitan,Brisbane,Cooper,Brisbane (C),Ashgrove,305041132,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.988161,-27.444789
5591,Mueller College (Rothwell),Non-State School,Open,,,Prep Year,Year 12,Head of College,,,www.mueller.qld.edu.au,(07) 3897 2990,,(07) 3204 0404,,75 Morris Road,Rothwell,4022,PO Box 487,Redcliffe,,4020,North Coast,Petrie,Murrumba,Moreton Bay (R),Rothwell - Kippa-Ring,313051380,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.061258,-27.212660
A684,Mungalla Silver Lining School (Mutarnee),Non-State School,Open,,,Year 8,Year 12,Principal,,,www.silverlining.org.au/our-schools,0413 356 630,,,,Spiegelhauer Road,Mutarnee,4816,Po Box 517,Spring Hill,,4000,North Queensland,Kennedy,Hinchinbrook,Townsville (C),Northern Beaches,318021486,Outer Regional Australia,,,,0.00,,,Non-State,Independent,146.288610,-18.968750
6137,Music Industry College (Fortitude Valley),Non-State School,Open,,,Year 11,Year 12,Principal,,,www.mic.org.au,(07) 3852 3074,,(07) 3041 6570,,38 Berwick Street,Fortitude Valley,4006,PO Box 943,Fortitude Valley,,4006,Metropolitan,Brisbane,McConnel,Brisbane (C),Fortitude Valley,305011106,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.036966,-27.458860
B006,My Independent School (Beerwah),Non-State School,Open,,,Year 7,Year 10,Principal,,,mis.qld.edu.au,(07) 5494 2352,,,,28 Simpson Street,Beerwah,4519,PO Box 712,Maleny,,4552,North Coast,Fisher,Caloundra,Sunshine Coast (R),Beerwah,316061439,Inner Regional Australia,,,,,,,Non-State,Independent,152.957620,-26.855435
5886,Nambour Christian College (Woombye),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.ncc.qld.edu.au,(07) 5451 3333,,(07) 5335 1624,,2 McKenzie Road,Woombye,4559,PO Box 500,Nambour,,4560,North Coast,Fairfax,Nicklin,Sunshine Coast (R),Nambour,316071548,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.961637,-26.643909
A822,"Newman Catholic College (Smithfield) ",Non-State School,Open,,,Year 7,Year 7,Principal,,,www.newman.qld.edu.au,(07) 4281 6790,,,,Panguna Street,Smithfield,4878,Panguna Street,Smithfield,,4878,Far North Queensland,Leichhardt,Barron River,Cairns (R),Trinity Beach - Smithfield,306011142,Outer Regional Australia,,,,,,,Non-State,Catholic,145.691890,-16.818356
5303,Noosa Christian College (Cooroy),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.noosacc.qld.edu.au,(07) 5447 7808,,(07) 5447 7660,,20 Cooroy Belli Creek Road,Cooroy,4563,20 Cooroy Belli Creek Road,Cooroy,,4563,North Coast,Wide Bay,Nicklin,Noosa (S),Noosa Hinterland,316081549,Inner Regional Australia,,,,0.00,,,Non-State,Independent,152.903924,-26.427873
5638,Noosa Flexible Learning Centre (Sunshine Beach),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.ereafsn.edu.au,(07) 3327 2288,,(07) 3327 2217,,2 Girraween Court,Sunshine Beach,4567,"Youth Plus, Flexi Schools Network",PO Box 498,Red Hill,4059,North Coast,Wide Bay,Noosa,Noosa (S),Sunshine Beach,316051437,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.100729,-26.403168
0270,Noosa Pengari Steiner School (Doonan),Non-State School,Open,,,Prep Year,Year 12,Director,,,www.noosasteiner.qld.edu.au,(07) 5471 0199,,(07) 5471 0999,,86 Nyell Road,Doonan,4562,86 Nyell Road,Doonan,,4562,North Coast,Fairfax,Ninderry,Sunshine Coast (R),Noosa Hinterland,316081549,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.030650,-26.452141
5476,Northpine Christian College (Dakabin),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.northpine.qld.edu.au,(07) 3204 6511,,(07) 3886 1405,,29 Hughes Road East,Dakabin,4503,PO Box 33,Kallangur,,4503,North Coast,Longman,Murrumba,Moreton Bay (R),Dakabin - Kallangur,314021388,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.985045,-27.221076
5578,Northside Christian College (Everton Park),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.northside.qld.edu.au,(07) 3353 1266,,(07) 3353 4628,,151 Flockton Street,Everton Park,4053,PO Box 599,Everton Park,,4053,Metropolitan,Lilley,Everton,Brisbane (C),McDowall,302011026,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.990531,-27.394221
A016,Ohana College (Parkinson),Non-State School,Open,,,Year 7,Year 12,Executive Principal,,,www.tsa.qld.edu.au,0417525073,,,Level 3,61 Sandstone Place,Parkinson,4115,PO Box 279,Browns Plains,,4118,Metropolitan,Rankin,Algester,Brisbane (C),Parkinson - Drewvale,303051075,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.036823,-27.655649
2421,"OneSchool Global QLD (Wakerley) ",Non-State School,Open,,,Year 3,Year 12,Principal,,,www.oneschoolglobal.com,1300 378 406,,(07) 3390 7978,,190 Ingleston Road,Wakerley,4154,PO Box 3422,Tingalpa DC,,4173,Metropolitan,Bonner,Chatsworth,Brisbane (C),Wakerley,301031019,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.141793,-27.485275
A929,"Ontrack College Emerald (41 Capricorn H - Emerald) ",Non-State School,Open,,,Year 7,Year 10,Principal,,,,0437 563 236,,,,41 Capricorn Highway,Emerald,4720,41 Capricorn Highway,Emerald,,4720,Central Queensland,Flynn,Gregory,Central Highlands (R),Emerald,308011192,Outer Regional Australia,,,,,,,Non-State,Independent,148.192715,-23.542800
5796,Ormiston College (Ormiston),Non-State School,Open,,,Prep Year,Year 12,Headmaster,,,www.ormistoncollege.com,(07) 3821 8999,N,(07) 3821 1311,,97 Dundas Street West,Ormiston,4160,PO Box 1835,Cleveland DC,,4163,South East,Bowman,Oodgeroo,Redland (C),Ormiston,301021008,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.246879,-27.515347
5267,Our Lady Help of Christians School (Earlville),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olhoc.qld.edu.au,(07) 4054 2566,,(07) 4054 2426,,18 Balaclava Road,Earlville,4870,18 Balaclava Road,Earlville,,4870,Far North Queensland,Leichhardt,Cairns,Cairns (R),Earlville - Bayview Heights,306021146,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,145.737137,-16.943033
5024,Our Lady Help of Christians School (Hendra),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olhchendra.qld.edu.au,(07) 3268 3070,N,(07) 3216 4962,,23 Bowman Street,Hendra,4011,23 Bowman Street,Hendra,,4011,Metropolitan,Brisbane,Clayfield,Brisbane (C),Hendra,305031125,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.066736,-27.420797
5026,Our Lady of Dolours School (Mitchelton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ourladyofdolours.qld.edu.au,(07) 3355 7763,N,(07) 3855 2641,,2 Willcocks Street,Mitchelton,4053,2 Willcocks Street,Mitchelton,,4053,Metropolitan,Ryan,Ferny Grove,Brisbane (C),Mitchelton,304041101,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.974854,-27.414310
5027,Our Lady of Fatima Primary School (Acacia Ridge),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ourladyoffatima.qld.edu.au,(07) 3275 1152,,(07) 3216 7946,,350 Mortimer Road,Acacia Ridge,4110,PO Box 420,Acacia Ridge,,4110,Metropolitan,Moreton,Algester,Brisbane (C),Rocklea - Acacia Ridge,303051076,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.022752,-27.579185
5117,Our Lady of Good Counsel School (Gatton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olgcgatton.qld.edu.au,(07) 5462 2675,N,(07) 5462 4595,,20 Maitland Street,Gatton,4343,PO Box 297,Gatton,,4343,Darling Downs South West,Wright,Lockyer,Lockyer Valley (R),Gatton,317011448,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,152.271660,-27.558237
5236,Our Lady of Lourdes Primary School (Ingham),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olltsv.catholic.edu.au,(07) 4776 2719,,(07) 4776 3882,,18 Abbott Street,Ingham,4850,PO Box 1553,Ingham,,4850,North Queensland,Kennedy,Hinchinbrook,Hinchinbrook (S),Ingham,318011464,Outer Regional Australia,,,,0.00,,,Non-State,Catholic,146.159262,-18.653896
5028,Our Lady of Lourdes Primary School (Sunnybank),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ourladyoflourdes.qld.edu.au,(07) 3345 0700,N,(07) 3344 3598,,Shearwin Street,Sunnybank,4109,PO Box 439,Sunnybank,,4109,Metropolitan,Moreton,Toohey,Brisbane (C),Sunnybank,303061079,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.061996,-27.581674
5153,Our Lady of Lourdes Primary School (Toowoomba),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ololtwb.catholic.edu.au,(07) 4634 1922,N,(07) 4634 4824,,2 Ascot Street,Toowoomba,4350,2 Ascot Street,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba North,Toowoomba (R),Newtown (Qld),317011453,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.932610,-27.557014
5030,Our Lady of Mount Carmel School (Coorparoo),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.mtcarmelcoorparoo.qld.edu.au,(07) 3397 7125,,(07) 3847 2792,,Norfolk Street,Coorparoo,4151,Norfolk Road,Coorparoo,,4151,Metropolitan,Griffith,Greenslopes,Brisbane (C),Coorparoo,303021053,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.062631,-27.502700
5031,Our Lady of the Angels' School (Wavell Heights),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olawavellheights.qld.edu.au,(07) 3359 9198,,(07) 3359 8068,,30 Warraba Avenue,Wavell Heights,4012,Warraba Avenue,Wavell Heights,,4012,Metropolitan,Lilley,Stafford,Brisbane (C),Wavell Heights,302021034,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.040311,-27.393600
5032,Our Lady of the Assumption School (Enoggera),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olaenoggera.qld.edu.au,(07) 3355 2388,N,(07) 3354 2273,,9 Hurdcotte Street,Enoggera,4051,PO Box 140,Alderley,,4051,Metropolitan,Ryan,Everton,Brisbane (C),Enoggera,304041098,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.990302,-27.416821
5137,Our Lady of the Rosary School (Caloundra),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olr.qld.edu.au,(07) 5491 4522,N,(07) 5492 6225,,Alfred Street,Caloundra,4551,PO Box 149,Moffat Beach,,4551,North Coast,Fisher,Caloundra,Sunshine Coast (R),Moffat Beach - Battery Hill,316021422,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.143746,-26.797257
5033,Our Lady of the Rosary School (Kenmore),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olrkenmore.qld.edu.au,(07) 3378 2412,N,(07) 3878 3160,,1 Kenmore Road,Kenmore,4069,1 Kenmore Road,Kenmore,,4069,Metropolitan,Ryan,Moggill,Brisbane (C),Kenmore,304021090,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.937323,-27.511198
5034,Our Lady of the Sacred Heart Catholic Primary School (Darra),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olshdarra.qld.edu.au,(07) 3375 4519,,(07) 3375 3867,,115 Darra Station Road,Darra,4076,PO Box 3076,Darra,,4076,Metropolitan,Oxley,Mount Ommaney,Brisbane (C),Darra - Sumner,310011271,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.952203,-27.568091
5192,Our Lady of the Sacred Heart Catholic Primary School (Springsure),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olshsrok.catholic.edu.au,(07) 4984 1525,,(07) 4984 1353,,Gap Street,Springsure,4722,Gap Street,Springsure,,4722,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - West,308011191,Remote Australia,,,,0.00,,,Non-State,Catholic,148.092636,-24.117027
5268,Our Lady of the Sacred Heart School Waiben (Thursday Island),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.olsh.qld.edu.au/,(07) 4069 2203,,(07) 4069 1645,,Normanby Street,Thursday Island,4875,PO Box 544,Thursday Island,,4875,Far North Queensland,Leichhardt,Cook,Torres (S),Torres,315011401,Very Remote Australia,,,,0.00,,,Non-State,Catholic,142.215733,-10.583081
5189,Our Lady of the Southern Cross College (Dalby),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.dalby.catholic.edu.au,(07) 4672 4111,,(07) 4672 4112,,2 Nicholson Street,Dalby,4405,2 Nicholson Street,Dalby,,4405,Darling Downs South West,Maranoa,Warrego,Western Downs (R),Wambo,307021183,Inner Regional Australia,,,,0.00,,,Non-State,Catholic,151.267671,-27.171856
5035,Our Lady of the Way School (Petrie),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.ourladyoftheway.qld.edu.au,(07) 3285 2977,N,(07) 3285 5333,,38 Armstrong Street,Petrie,4502,38 Armstrong Street,Petrie,,4502,North Coast,Dickson,Kurwongbah,Moreton Bay (R),Petrie,314031393,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,152.979183,-27.266613
5413,Our Lady's Catholic Primary School (Longreach),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.oll.rok.catholic.edu.au,(07) 4658 3055,N,(07) 4658 3994,,85 Eagle Street,Longreach,4730,PO Box 168,Longreach,,4730,Central Queensland,Maranoa,Gregory,Longreach (R),Longreach,315031412,Very Remote Australia,,,,0.00,,,Non-State,Catholic,144.251106,-23.439452
5356,Our Lady's College (Annerley),Non-State School,Open,,,Year 7,Year 12,Principal,,,www.ourladyscollege.qld.edu.au,(07) 3426 8000,,(07) 3848 8059,,15 Chester Road,Annerley,4103,15 Chester Road,Annerley,,4103,Metropolitan,Moreton,Miller,Brisbane (C),Annerley,303021052,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.031991,-27.515692
2330,Pacific Lutheran College (Meridan Plains),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.pacificlutheran.qld.edu.au,(07) 5436 7300,N,(07) 5436 7301,,Woodlands Boulevard,Meridan Plains,4551,PO Box 992,Caloundra,,4551,North Coast,Fisher,Kawana,Sunshine Coast (R),Caloundra - West,316021420,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.105330,-26.756543
5300,Padua College (Kedron),Non-State School,Open,,,Year 5,Year 12,Rector,,,www.padua.qld.edu.au,(07) 3857 9999,,(07) 3857 9988,,80 Turner Road,Kedron,4031,PO Box 111,Kedron,,4031,Metropolitan,Lilley,Stafford,Brisbane (C),Kedron - Gordon Park,302021031,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.025124,-27.407491
2327,Parklands Christian College (Park Ridge),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.parklands.qld.edu.au,(07) 3380 4200,,(07) 3802 0711,,11 Hillcrest Road,Park Ridge,4125,11 Hillcrest Road,Park Ridge,,4125,South East,Forde,Logan,Logan (C),Boronia Heights - Park Ridge,311031311,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.035613,-27.715770
5772,Peace Lutheran College (Kamerunga),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.plc.qld.edu.au,(07) 4039 9000,,(07) 4039 1623,,Cowley Street,Kamerunga,4870,PO Box 72F,Freshwater,,4870,Far North Queensland,Leichhardt,Barron River,Cairns (R),Redlynch,306011141,Outer Regional Australia,,,,0.00,,,Non-State,Independent,145.689758,-16.878273
5762,Peace Lutheran Primary School (Gatton),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.peacelps.qld.edu.au,(07) 5462 0700,N,(07) 5462 0755,,36 East Street,Gatton,4343,36 East Street,Gatton,,4343,Darling Downs South West,Wright,Lockyer,Lockyer Valley (R),Gatton,317011448,Inner Regional Australia,,,,0.00,,,Non-State,Independent,152.274393,-27.557549
2415,Peregian Beach College (Peregian Beach),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.pbc.qld.edu.au,(07) 5448 1722,,(07) 5448 3606,,41 Old Emu Mountain Road,Peregian Beach,4573,PO Box 101,Peregian Beach,,4573,North Coast,Wide Bay,Ninderry,Sunshine Coast (R),Noosa Hinterland,316081549,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.068088,-26.479319
5793,Pine Community School (Arana Hills),Non-State School,Open,,,Prep Year,Year 6,Principal,,,www.pinecommunityschool.org,(07) 3851 1496,N,(07) 3851 3877,,123 Bunya Road,Arana Hills,4054,PO Box 65,Ferny Hills,,4055,Metropolitan,Dickson,Everton,Moreton Bay (R),The Hills District,314011386,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.962946,-27.387462
A909,Pinnacle Academic College (Kallangur),Non-State School,Open,,,Year 1,Year 6,Principal,,,www.pinnacleacademiccollege.com.au,0416 466 443,,,,10 Narangba Road,Kallangur,4503,10 Narangba Road,Kallangur,,4503,North Coast,Dickson,Murrumba,Moreton Bay (R),Dakabin - Kallangur,314021388,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.981461,-27.253211
5767,Prince of Peace Lutheran College (Rogers Pde West - Everton Hills),Non-State School,Open,,,Prep Year,Year 6,Head of College,,,www.princeofpeace.qld.edu.au,(07) 3872 5700,,(07) 3872 5783,,20 Rogers Parade West,Everton Park,4053,20 Rogers Parade West,Everton Hills,,4053,Metropolitan,Lilley,Everton,Brisbane (C),Everton Park,302011025,Major Cities of Australia,,,,0.00,,,Non-State,Independent,152.977933,-27.392318
5038,"Queen of Apostles Primary School (Thuruna St, Stafford)",Non-State School,Open,,,Year 3,Year 6,Principal,,,www.qofa.qld.edu.au,(07) 3352 9200,,(07) 3856 0489,,10 Thuruna Street,Stafford,4053,10 Thuruna Street,Stafford,,4053,Metropolitan,Lilley,Stafford,Brisbane (C),Stafford,302021032,Major Cities of Australia,,,,0.00,,,Non-State,Catholic,153.008083,-27.404400
5970,Radiant Life College (East Innisfail),Non-State School,Open,,,Prep Year,Year 8,Principal,,,www.radiantlife.qld.edu.au,(07) 4061 7022,,,,1 Riley Street,East Innisfail,4860,1 Riley Street,East Innisfail,,4860,Far North Queensland,Kennedy,Hill,Cassowary Coast (R),Innisfail,306031159,Outer Regional Australia,,,,0.00,,,Non-State,Independent,146.034800,-17.539575
5781,Redeemer Lutheran College (Rochedale),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.redeemer.com.au,(07) 3340 8888,N,(07) 3340 8800,,745 Rochedale Road,Rochedale,4123,PO Box 6090,Upper Mount Gravatt,,4122,Metropolitan,Bonner,Mansfield,Brisbane (C),Rochedale - Burbank,303031064,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.124132,-27.585276
5765,"Redeemer Lutheran College, Biloela (Biloela)",Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.redeemer.qld.edu.au,(07) 4992 1813,,(07) 4992 1455,,2 Collard Street,Biloela,4715,PO Box 325,Biloela,,4715,Central Queensland,Flynn,Callide,Banana (S),Biloela,308041529,Outer Regional Australia,,,,0.00,,,Non-State,Independent,150.519030,-24.401458
5801,Redlands College (Wellington Point),Non-State School,Open,,,Prep Year,Year 12,Principal,,,www.redlands.qld.edu.au,(07) 3286 0222,,(07) 3207 3799,,38 Anson Road,Wellington Point,4160,38 Anson Road,Wellington Point,,4160,South East,Bowman,Oodgeroo,Redland (C),Wellington Point,301011006,Major Cities of Australia,,,,0.00,,,Non-State,Independent,153.232781,-27.492634
