Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Level Code,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,Early Childhood Registrations,Campus Early Childhood Registrations,ABN,Sector,Non-State Sector,Longitude,Latitude
0866,Chillagoe State School,State School,Open,,,Early Childhood,Year 6,Principal,01,15 July 2022,www.chillagoess.eq.edu.au,(07) 4094 7103,N,(07) 4094 7241,,Cathedral Street,Chillagoe,4871,PO Box 5,Chillagoe,,4871,Far North Queensland,Kennedy,Cook,Mareeba (S),Tablelands,315011400,Very Remote Australia,2022 February,19.00,,4.00,,54840426648,State,,144.521194,-17.155393
2087,Chinchilla State High School,State High School,Open,,,Year 7,Year 12,Principal,06,20 May 2022,www.chinchillashs.eq.edu.au,(07) 4672 9333,N,(07) 4672 9300,,7 Tara Road,Chinchilla,4413,PO Box 195,Chinchilla,,4413,Darling Downs South West,Maranoa,Callide,Western Downs (R),Chinchilla,307011172,Outer Regional Australia,2022 February,549.00,,0.00,,84163345849,State,,150.619992,-26.748744
0244,Chinchilla State School,State School,Open,,,Early Childhood,Year 6,Principal,05,20 May 2022,www.chinchilss.eq.edu.au,(07) 4672 9222,N,(07) 4672 9200,,34-40 Bell Street,Chinchilla,4413,PO Box 414,Chinchilla,,4413,Darling Downs South West,Maranoa,Callide,Western Downs (R),Chinchilla,307011172,Outer Regional Australia,2022 February,428.00,,2.00,,98314391316,State,,150.625972,-26.740350
1789,Churchill State School,State School,Open,,,Prep Year,Year 6,Principal,04,13 May 2022,www.churchillss.eq.edu.au,(07) 3810 4333,N,(07) 3810 4300,,Warwick Road,Churchill,4305,Warwick Road,Churchill,,4305,Metropolitan,Blair,Ipswich,Ipswich (C),Churchill - Yamanto,310031285,Major Cities of Australia,2022 February,325.00,,0.00,,47798770116,State,,152.750604,-27.642697
0171,Clare State School,State School,Open,,,Prep Year,Year 6,Principal,01,22 June 2022,www.claress.eq.edu.au,(07) 4782 7133,N,(07) 4782 7341,,Larkin Street,Clare,4807,c/- Post Office,Claredale,,4807,North Queensland,Dawson,Burdekin,Burdekin (S),Burdekin,318011461,Outer Regional Australia,2022 February,13.00,,0.00,,36616482250,State,,147.226883,-19.783298
3066,Claremont Special School,Special School,Open,,,Prep Year,Year 12,Principal,06,13 May 2022,www.claremontspecs.eq.edu.au,(07) 3813 5333,N,(07) 3813 5300,,138 Robertson Road,Silkstone,4304,PO Box 495,Booval,,4304,Metropolitan,Blair,Ipswich,Ipswich (C),Ipswich - East,310031287,Major Cities of Australia,2022 February,167.00,,0.00,,37865327376,State,,152.787678,-27.629534
1732,Clarendon State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 August 2022,www.clarendonss.eq.edu.au,(07) 5427 8555,N,,,507 Clarendon Road,Clarendon,4311,507 Clarendon Road,Clarendon,,4311,Metropolitan,Blair,Lockyer,Somerset (R),Lowood,310021281,Inner Regional Australia,2022 February,65.00,,0.00,,31767527717,State,,152.542507,-27.439886
0606,Clarke Creek State School,State School,Open,,,Early Childhood,Year 6,Principal,01,16 June 2022,www.clarkecreekss.eq.edu.au,(07) 4938 9127,N,(07) 4938 9157,,May Downs Road,Clarke Creek,4705,Mail Service 898,Marlborough,,4705,Central Queensland,Capricornia,Mirani,Isaac (R),Broadsound - Nebo,312011338,Remote Australia,2022 February,20.00,,2.00,,95817876206,State,,149.252986,-22.636507
2185,Clermont State High School,State High School,Open,,,Year 7,Year 12,Principal,04,25 May 2022,www.clermontshs.eq.edu.au,(07) 4983 4333,N,(07) 4983 2832,,1 Kitchener Street,Clermont,4721,PO Box 590,Clermont,,4721,Central Queensland,Capricornia,Burdekin,Isaac (R),Clermont,312011339,Remote Australia,2022 February,182.00,,0.00,,14251906518,State,,147.638931,-22.827715
0021,Clermont State School,State School,Open,,,Prep Year,Year 6,Principal,04,25 May 2022,www.clermontss.eq.edu.au,(07) 4983 4222,N,(07) 4983 4200,,Hetherington Street,Clermont,4721,PO Box 517,Clermont,,4721,Central Queensland,Capricornia,Burdekin,Isaac (R),Clermont,312011339,Remote Australia,2022 February,205.00,,0.00,,42278529422,State,,147.632195,-22.836560
2070,Cleveland District State High School,State High School,Open,,,Year 7,Year 12,Executive Principal,09,08 August 2022,www.clevelanddistrictshs.eq.edu.au,(07) 3824 9222,N,(07) 3824 9200,,Russell Street,Cleveland,4163,PO Box 808,Cleveland,,4163,South East,Bowman,Oodgeroo,Redland (C),Cleveland,301021007,Major Cities of Australia,2022 February,2205.00,,0.00,,71139235385,State,,153.260297,-27.529881
3160,Cleveland Education and Training Centre,Educational Unit,Open,,,Year 5,Year 12,Principal,06,04 July 2022,www.clevelandetc.eq.edu.au,(07) 4421 5275,N,(07) 4729 9044,Cleveland Youth Detention,Old Common Road,Rowes Bay,4810,c/- Cleveland Youth Detention Centre,Old Common Road,Belgian Gardens,4810,North Queensland,Herbert,Townsville,Townsville (C),Belgian Gardens - Pallarenda,318021469,Outer Regional Australia,2022 February,95.00,,0.00,,12465008998,State,,146.784385,-19.249668
0022,Cleveland State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.clevelandss.eq.edu.au,(07) 3488 1333,N,(07) 3488 1300,,Queen Street,Cleveland,4163,PO Box 194,Cleveland,,4163,South East,Bowman,Oodgeroo,Redland (C),Cleveland,301021007,Major Cities of Australia,2022 February,605.00,,0.00,,97143166199,State,,153.270274,-27.528303
3087,Clifford Park Special School,Special School,Open,,,Year 7,Year 12,Principal,07,25 March 2022,www.cliffordparkspecs.eq.edu.au,(07) 4614 5333,N,,,Rob Street,Newtown,4350,Rob Street,Toowoomba,,4350,Darling Downs South West,Groom,Toowoomba South,Toowoomba (R),Newtown (Qld),317011453,Inner Regional Australia,2022 February,166.00,,0.00,,45574299191,State,,151.925010,-27.563891
2111,Clifton State High School,State High School,Open,,,Year 7,Year 12,Principal,05,25 March 2022,www.cliftonshs.eq.edu.au,(07) 4697 4777,N,,,32 East Street,Clifton,4361,32 East Street,Clifton,,4361,Darling Downs South West,Maranoa,Condamine,Toowoomba (R),Clifton - Greenmount,307031184,Inner Regional Australia,2022 February,275.00,,0.00,,74992120731,State,,151.916814,-27.933980
0687,Clifton State School,State School,Open,,,Prep Year,Year 6,Principal,02,25 March 2022,www.cliftonss.eq.edu.au,(07) 4697 4888,N,(07) 4697 4800,,Tooth Street,Clifton,4361,PO Box 34,Clifton,,4361,Darling Downs South West,Maranoa,Condamine,Toowoomba (R),Clifton - Greenmount,307031184,Inner Regional Australia,2022 February,90.00,,0.00,,25747895100,State,,151.904241,-27.931751
0172,Clinton State School,State School,Open,,,Early Childhood,Year 6,Principal,06,08 August 2022,www.clintonss.eq.edu.au,(07) 4978 9333,N,(07) 4978 1952,,Harvey Road,Clinton,4680,Harvey Road,Gladstone,,4680,Central Queensland,Flynn,Gladstone,Gladstone (R),Clinton - New Auckland,308051533,Inner Regional Australia,2022 February,840.00,,27.00,,34135021275,State,,151.222868,-23.880021
0411,Cloncurry State School P-12,State School,Open,,,Prep Year,Year 12,Principal,05,10 June 2022,www.cloncurryss.eq.edu.au,(07) 4742 8333,N,(07) 4742 8300,,Daintree Street,Cloncurry,4824,PO Box 337,Cloncurry,,4824,North Queensland,Kennedy,Traeger,Cloncurry (S),Mount Isa Region,315021406,Remote Australia,2022 February,290.00,,0.00,,30015218207,State,,140.505640,-20.704254
2091,Clontarf Beach State High School,State High School,Open,,,Year 7,Year 12,Principal,07,08 August 2022,www.clontarfbeachshs.eq.edu.au,(07) 3480 4777,N,(07) 3480 4700,,Cnr Elizabeth Avenue & King Street,Clontarf,4019,PO Box 3035,Mail Delivery Centre,Clontarf,4019,North Coast,Petrie,Redcliffe,Moreton Bay (R),Clontarf,313051377,Major Cities of Australia,2022 February,970.00,,0.00,,83726438724,State,,153.086145,-27.247946
0162,Clontarf Beach State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.clontarfbeachss.eq.edu.au,(07) 3897 5888,N,(07) 3897 5800,,Elizabeth Avenue,Clontarf,4019,PO Box 3225,Clontarf DC,Clontarf,4019,North Coast,Petrie,Redcliffe,Moreton Bay (R),Clontarf,313051377,Major Cities of Australia,2022 February,500.00,,0.00,,64736852857,State,,153.081110,-27.253394
2345,Clover Hill State School,State School,Open,,,Prep Year,Year 6,Principal,06,26 August 2022,www.cloverhillss.eq.edu.au,(07) 5559 4111,N,(07) 5559 4100,,26 Clover Hill Drive,Mudgeeraba,4213,26 Clover Hill Drive,Mudgeeraba,,4213,South East,Mcpherson,Mudgeeraba,Gold Coast (C),Mudgeeraba - Bonogin,309051244,Major Cities of Australia,2022 February,940.00,,0.00,,23461983925,State,,153.376056,-28.091791
1254,Cloyna State School,State School,Open,,,Prep Year,Year 6,Principal,01,08 August 2022,www.cloynass.eq.edu.au,(07) 4168 6247,N,(07) 4168 6107,,8 William Webber Road,Cloyna,4605,8 William Webber Road,Cloyna,,4605,Darling Downs South West,Wide Bay,Nanango,South Burnett (R),Kingaroy Region - North,319021506,Outer Regional Australia,2022 February,12.00,,0.00,,57855480782,State,,151.846155,-26.107385
1225,Coalstoun Lakes State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 August 2022,www.coalstounlakesss.eq.edu.au,(07) 4127 5133,N,(07) 4127 5110,,3 Main Street,Coalstoun Lakes,4621,3 Main Street,Coalstoun Lakes,,4621,Central Queensland,Flynn,Callide,North Burnett (R),Gayndah - Mundubbera,319021503,Outer Regional Australia,2022 February,26.00,,0.00,,81148879760,State,,151.890182,-25.612183
1956,Collingwood Park State School,State School,Open,,,Prep Year,Year 6,Principal,05,13 May 2022,www.collingwoodparkss.eq.edu.au,(07) 3381 4333,N,(07) 3381 4300,,Cnr Burrel & Hannant Streets,Collingwood Park,4301,PO Box 75,Redbank Plaza,,4301,Metropolitan,Oxley,Bundamba,Ipswich (C),Collingwood Park - Redbank,310041299,Major Cities of Australia,2022 February,605.00,,0.00,,24092736633,State,,152.863031,-27.614482
2171,Collinsville State High School,State High School,Open,,,Year 7,Year 12,Principal,03,01 November 2022,www.collinsvilleshs.eq.edu.au,(07) 4785 8111,N,(07) 4785 8100,,Walker Street,Collinsville,4804,PO Box 161,Collinsville,,4804,North Queensland,Capricornia,Burdekin,Whitsunday (R),Collinsville,312011340,Remote Australia,2022 February,102.00,,0.00,,26163913388,State,,147.834688,-20.548484
1691,Collinsville State School,State School,Open,,,Prep Year,Year 6,Principal,02,01 November 2022,www.collinsvilless.eq.edu.au,(07) 4785 5338,N,(07) 4785 5359,,Devlin Street,Collinsville,4804,PO Box 86,Collinsville,,4804,North Queensland,Capricornia,Burdekin,Whitsunday (R),Collinsville,312011340,Remote Australia,2022 February,91.00,,0.00,,57433120824,State,,147.845687,-20.548355
0173,Comet State School,State School,Open,,,Prep Year,Year 6,Principal,01,01 June 2022,www.cometss.eq.edu.au,(07) 4984 5142,Y,,,5 Comet Water Shed Road,Comet,4702,5 Comet Water Shed Road,Comet,,4702,Central Queensland,Flynn,Gregory,Central Highlands (R),Central Highlands - West,308011191,Outer Regional Australia,2022 February,12.00,,0.00,,52898393534,State,,148.545172,-23.606146
0024,Condamine State School,State School,Open,,,Prep Year,Year 6,Principal,01,17 May 2022,www.condaminess.eq.edu.au,(07) 4627 7147,N,,,Kennedy Street,Condamine,4416,Kennedy Street,Condamine,,4416,Darling Downs South West,Maranoa,Warrego,Western Downs (R),Miles - Wandoan,307011175,Outer Regional Australia,2022 February,25.00,,0.00,,43694102259,State,,150.134634,-26.925026
0439,Coningsby State School,State School,Open,,,Prep Year,Year 6,Principal,02,16 June 2022,www.coningsbyss.eq.edu.au,(07) 4959 8315,N,(07) 4959 8656,,1312 Bruce Highway,Farleigh,4741,PO Box 8960,Mount Pleasant,,4740,Central Queensland,Dawson,Whitsunday,Mackay (R),Seaforth - Calen,312021353,Outer Regional Australia,2022 February,47.00,,0.00,,22549317386,State,,149.068859,-21.092505
1352,Conondale State School,State School,Open,,,Prep Year,Year 6,Principal,02,27 May 2022,www.conondaless.eq.edu.au,(07) 5435 1333,N,,,1700 Maleny-Kenilworth Road,Conondale,4552,1700 Maleny-Kenilworth Road,Conondale,,4552,North Coast,Fisher,Glass House,Sunshine Coast (R),Caloundra Hinterland,316061440,Inner Regional Australia,2022 February,59.00,,0.00,,16598024776,State,,152.718691,-26.729462
0177,Cooktown State School,State School,Open,,,Prep Year,Year 12,Principal,05,15 July 2022,www.cooktownss.eq.edu.au,(07) 4082 0222,N,(07) 4069 5651,,Cnr May & Charles Streets,Cooktown,4895,PO Box 4,Cooktown,,4895,Far North Queensland,Leichhardt,Cook,Cook (S),Cape York,315011396,Remote Australia,2022 February,411.00,,0.00,,47174408598,State,,145.250706,-15.482007
0638,Coolabunia State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 August 2022,www.coolabuniass.eq.edu.au,(07) 4160 0333,N,(07) 4160 0300,,Mary Street,Coolabunia,4610,MS 537,Kingaroy,,4610,Darling Downs South West,Maranoa,Nanango,South Burnett (R),Kingaroy Region - South,319021507,Inner Regional Australia,2022 February,90.00,,0.00,,40690029797,State,,151.902631,-26.589398
1630,Coolangatta State School,State School,Open,,,Prep Year,Year 6,Principal,03,26 August 2022,www.coolangattass.eq.edu.au,(07) 5589 0111,N,(07) 5589 0100,,Stapylton Street,Coolangatta,4225,Stapylton Street,Coolangatta,,4225,South East,Mcpherson,Currumbin,Gold Coast (C),Coolangatta,309021230,Major Cities of Australia,2022 February,195.00,,0.00,,70330620593,State,,153.528752,-28.172019
1927,Coolnwynpin State School,State School,Open,,,Prep Year,Year 6,Principal,05,08 August 2022,www.coolnwynpinss.eq.edu.au,(07) 3906 4333,N,(07) 3906 4300,,6 Telaska Court,Capalaba,4157,6 Telaska Court,Capalaba,,4157,South East,Bowman,Capalaba,Redland (C),Capalaba,301011004,Major Cities of Australia,2022 February,333.00,,0.00,,41388485896,State,,153.204246,-27.546277
2165,Coolum State High School,State High School,Open,,,Year 7,Year 12,Principal,07,10 June 2022,www.coolumshs.eq.edu.au,(07) 5471 5333,N,(07) 5471 5300,,Havana Road East,Coolum Beach,4573,Havana Road East,Coolum Beach,,4573,North Coast,Fairfax,Ninderry,Sunshine Coast (R),Coolum Beach,316031425,Major Cities of Australia,2022 February,1452.00,,0.00,,12927832680,State,,153.086206,-26.501986
1571,Coolum State School,State School,Open,,,Prep Year,Year 6,Principal,06,10 June 2022,www.coolumss.eq.edu.au,(07) 5471 9300,N,(07) 5471 9307,,School Road,Coolum Beach,4573,PO Box 374,Coolum Beach,,4573,North Coast,Fairfax,Ninderry,Sunshine Coast (R),Coolum Beach,316031425,Major Cities of Australia,2022 February,997.00,,0.00,,35029076692,State,,153.078354,-26.535010
2166,Coombabah State High School,State High School,Open,,,Year 7,Year 12,Principal,07,26 August 2022,www.coombabashs.eq.edu.au,(07) 5552 3888,N,(07) 5552 3800,,Pine Ridge Road,Coombabah,4216,PO Box 146,Runaway Bay,,4216,South East,Fadden,Bonney,Gold Coast (C),Coombabah,309031237,Major Cities of Australia,2022 February,1260.00,,0.00,,96002453788,State,,153.378382,-27.924342
1909,Coombabah State School,State School,Open,,,Prep Year,Year 6,Principal,05,26 August 2022,www.coombabahss.eq.edu.au,(07) 5501 3888,N,(07) 5501 3800,,164-172 Oxley Drive,Coombabah,4216,164-172 Oxley Drive,Coombabah,,4216,South East,Fadden,Broadwater,Gold Coast (C),Coombabah,309031237,Major Cities of Australia,2022 February,728.00,,0.00,,13615874646,State,,153.388518,-27.894224
7122,Coomera Rivers State School,State School,Open,,,Prep Year,Year 6,Principal,07,26 August 2022,www.coomerariversss.eq.edu.au,(07) 5596 8333,N,,,81-87 Finnegan Way,Coomera,4209,PO Box 209,Upper Coomera,,4209,South East,Fadden,Coomera,Gold Coast (C),Coomera,309071251,Major Cities of Australia,2022 February,1063.00,,0.00,,48735345462,State,,153.327625,-27.845551
5730,Coomera Springs State School,State School,Open,,,Prep Year,Year 6,Principal,06,26 August 2022,www.coomeraspringsss.eq.edu.au,(07) 5519 5300,N,(07) 5519 5316,,Old Coach Road,Upper Coomera,4209,PO Box 1768,Oxenford,,4210,South East,Forde,Coomera,Gold Coast (C),Upper Coomera - Willow Vale,309071258,Major Cities of Australia,2022 February,802.00,,0.00,,95075626404,State,,153.300581,-27.847193
0124,Coomera State School,State School,Open,,,Early Childhood,Year 6,Principal,06,26 August 2022,www.coomerass.eq.edu.au,(07) 5519 6333,N,(07) 5519 6300,,Dreamworld Parkway,Coomera,4209,Dreamworld Parkway,Coomera,,4209,South East,Fadden,Theodore,Gold Coast (C),Coomera,309071251,Major Cities of Australia,2022 February,462.00,,45.00,,20781953741,State,,153.315288,-27.868623
B016,Coomera State Special School,Special School,Open,,,Prep Year,Year 12,Principal,06,26 August 2022,www.coomeraspecs.eq.edu.au,(07) 5555 2333,N,,,9 Galaxy Drive,Coomera,4209,9 Galaxy Drive,Coomera,,4209,South East,Fadden,Coomera,Gold Coast (C),Coomera,309071251,Major Cities of Australia,2022 February,134.00,,0.00,,75843070577,State,,153.341970,-27.848550
1359,Coominya State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 August 2022,www.coominyass.eq.edu.au,(07) 5426 5111,N,(07) 5426 5100,,7 Cornhill Street,Coominya,4311,c/- Coominya Post Office,Coominya,,4311,Metropolitan,Blair,Nanango,Somerset (R),Lowood,310021281,Inner Regional Australia,2022 February,70.00,,0.00,,34519797163,State,,152.500846,-27.392285
1247,Coopers Plains State School,State School,Open,,,Prep Year,Year 6,Principal,03,10 August 2022,www.coopersplainsss.eq.edu.au,(07) 3323 9222,N,(07) 3323 9200,,61 Orange Grove Road,Coopers Plains,4108,61 Orange Grove Road,Coopers Plains,,4108,Metropolitan,Moreton,Toohey,Brisbane (C),Coopers Plains,303041067,Major Cities of Australia,2022 February,180.00,,0.00,,83096180985,State,,153.038836,-27.567586
0602,Cooran State School,State School,Open,,,Prep Year,Year 6,Principal,03,09 September 2022,www.cooranss.eq.edu.au,(07) 5480 8333,N,(07) 5480 8300,,31 James Street,Cooran,4569,31 James Street,Cooran,,4569,North Coast,Wide Bay,Noosa,Noosa (S),Noosa Hinterland,316081549,Inner Regional Australia,2022 February,156.00,,0.00,,79283635379,State,,152.824184,-26.340665
1165,Cooroy State School,State School,Open,,,Prep Year,Year 6,Principal,05,09 September 2022,www.cooroyss.eq.edu.au,(07) 5472 2100,N,,,59 Elm Street,Cooroy,4563,PO Box 404,Cooroy,,4563,North Coast,Wide Bay,Nicklin,Noosa (S),Noosa Hinterland,316081549,Inner Regional Australia,2022 February,403.00,,0.00,,67587448489,State,,152.911454,-26.414028
2077,Coorparoo Secondary College,State High School,Open,,,Year 7,Year 12,Principal,05,10 August 2022,www.coorparoosecondarycollege.eq.edu.au,(07) 3394 8888,N,(07) 3394 8800,,Cnr Stanley Street East & Cavendish Road,Coorparoo,4151,PO Box 1225,Coorparoo DC,,4151,Metropolitan,Griffith,Greenslopes,Brisbane (C),Coorparoo,303021053,Major Cities of Australia,2022 February,397.00,,0.00,,41658625244,State,,153.053734,-27.486363
0219,Coorparoo State School,State School,Open,,,Prep Year,Year 6,Principal,06,10 August 2022,www.coorparooss.eq.edu.au,(07) 3421 0333,N,,,327 Old Cleveland Road,Coorparoo,4151,327 Old Cleveland Road,Coorparoo,,4151,Metropolitan,Griffith,Greenslopes,Brisbane (C),Coorparoo,303021053,Major Cities of Australia,2022 February,810.00,,0.00,,57830498977,State,,153.060590,-27.494004
0032,Coowonga State School,State School,Open,,,Prep Year,Year 6,Principal,01,10 June 2022,www.coowongass.eq.edu.au,(07) 4934 4192,N,(07) 4934 4445,,269 Coowonga Road,Coowonga,4702,269 Coowonga Road,Coowonga,,4702,Central Queensland,Capricornia,Keppel,Livingstone (S),Rockhampton Region - East,308031218,Inner Regional Australia,2022 February,20.00,,0.00,,74817187525,State,,150.731153,-23.302680
